Name,Value,Type
cb4_v455,"0.00, 0.00, 0.00, 1.00",float4
cb4_v456,"0.00, 0.00, 0.00, 1.00",float4
cb4_v457,"0.00, 0.00, 0.00, 1.00",float4
cb4_v458,"0.00, 0.00, 0.00, 1.00",float4
cb4_v459,"0.00, 0.00, 0.00, 1.00",float4
cb4_v460,"0.00, 0.00, 0.00, 1.00",float4
cb4_v461,"0.00, 0.00, 0.00, 1.00",float4
cb4_v462,"0.00, 0.00, 0.00, 1.00",float4
cb4_v463,"0.00, 0.00, 0.00, 1.00",float4
cb4_v464,"0.00, 0.00, 0.00, 1.00",float4
cb4_v465,"0.00, 0.00, 0.00, 1.00",float4
cb4_v466,"0.00, 0.00, 0.00, 1.00",float4
cb4_v467,"0.00, 0.00, 0.00, 1.00",float4
cb4_v468,"0.00, 0.00, 0.00, 1.00",float4
cb4_v469,"0.00, 0.00, 0.00, 1.00",float4
cb4_v470,"0.00, 0.00, 0.00, 1.00",float4
cb4_v471,"0.00, 0.00, 0.00, 1.00",float4
cb4_v472,"0.00, 0.00, 0.00, 1.00",float4
cb4_v473,"0.00, 0.00, 0.00, 1.00",float4
cb4_v474,"0.00, 0.00, 0.00, 1.00",float4
cb4_v475,"0.00, 0.00, 0.00, 1.00",float4
cb4_v476,"0.00, 0.00, 0.00, 1.00",float4
cb4_v477,"0.00, 0.00, 0.00, 1.00",float4
cb4_v478,"0.00, 0.00, 0.00, 1.00",float4
cb4_v479,"0.00, 0.00, 0.00, 1.00",float4
cb4_v480,"0.00, 0.00, 0.00, 1.00",float4
cb4_v481,"0.00, 0.00, 0.00, 1.00",float4
cb4_v482,"0.00, 0.00, 0.00, 1.00",float4
cb4_v483,"0.00, 0.00, 0.00, 1.00",float4
cb4_v484,"0.00, 0.00, 0.00, 1.00",float4
cb4_v485,"0.00, 0.00, 0.00, 1.00",float4
cb4_v486,"0.00, 0.00, 0.00, 1.00",float4
cb4_v487,"0.00, 0.00, 0.00, 1.00",float4
cb4_v488,"0.00, 0.00, 0.00, 1.00",float4
cb4_v489,"0.00, 0.00, 0.00, 1.00",float4
cb4_v490,"0.00, 0.00, 0.00, 1.00",float4
cb4_v491,"0.00, 0.00, 0.00, 1.00",float4
cb4_v492,"0.00, 0.00, 0.00, 1.00",float4
cb4_v493,"0.00, 0.00, 0.00, 1.00",float4
cb4_v494,"0.00, 0.00, 0.00, 1.00",float4
cb4_v495,"0.00, 0.00, 0.00, 1.00",float4
cb4_v496,"0.00, 0.00, 0.00, 1.00",float4
cb4_v497,"0.00, 0.00, 0.00, 1.00",float4
cb4_v498,"0.00, 0.00, 0.00, 1.00",float4
cb4_v499,"0.00, 0.00, 0.00, 1.00",float4
cb4_v500,"0.00, 0.00, 0.00, 1.00",float4
cb4_v501,"0.00, 0.00, 0.00, 1.00",float4
cb4_v502,"0.00, 0.00, 0.00, 1.00",float4
cb4_v503,"0.00, 0.00, 0.00, 1.00",float4
cb4_v504,"0.00, 0.00, 0.00, 1.00",float4
cb4_v505,"0.00, 0.00, 0.00, 1.00",float4
cb4_v506,"0.00, 0.00, 0.00, 1.00",float4
cb4_v507,"0.00, 0.00, 0.00, 1.00",float4
cb4_v508,"0.00, 0.00, 0.00, 1.00",float4
cb4_v509,"0.00, 0.00, 0.00, 1.00",float4
cb4_v510,"0.00, 0.00, 0.00, 1.00",float4
cb4_v511,"0.00, 0.00, 0.00, 1.00",float4
cb4_v512,"0.00, 0.00, 0.00, 1.00",float4
cb4_v513,"0.00, 0.00, 0.00, 1.00",float4
cb4_v514,"0.00, 0.00, 0.00, 1.00",float4
cb4_v515,"0.00, 0.00, 0.00, 1.00",float4
cb4_v516,"0.00, 0.00, 0.00, 1.00",float4
cb4_v517,"0.00, 0.00, 0.00, 1.00",float4
cb4_v518,"0.00, 0.00, 0.00, 1.00",float4
cb4_v519,"0.00, 0.00, 0.00, 1.00",float4
cb4_v520,"0.00, 0.00, 0.00, 1.00",float4
cb4_v521,"0.00, 0.00, 0.00, 1.00",float4
cb4_v522,"0.00, 0.00, 0.00, 1.00",float4
cb4_v523,"0.00, 0.00, 0.00, 1.00",float4
cb4_v524,"0.00, 0.00, 0.00, 1.00",float4
cb4_v525,"0.00, 0.00, 0.00, 1.00",float4
cb4_v526,"0.00, 0.00, 0.00, 1.00",float4
cb4_v527,"0.00, 0.00, 0.00, 1.00",float4
cb4_v528,"0.00, 0.00, 0.00, 1.00",float4
cb4_v529,"0.00, 0.00, 0.00, 1.00",float4
cb4_v530,"0.00, 0.00, 0.00, 1.00",float4
cb4_v531,"0.00, 0.00, 0.00, 1.00",float4
cb4_v532,"0.00, 0.00, 0.00, 1.00",float4
cb4_v533,"0.00, 0.00, 0.00, 1.00",float4
cb4_v534,"0.00, 0.00, 0.00, 1.00",float4
cb4_v535,"0.00, 0.00, 0.00, 1.00",float4
cb4_v536,"0.00, 0.00, 0.00, 1.00",float4
cb4_v537,"0.00, 0.00, 0.00, 1.00",float4
cb4_v538,"0.00, 0.00, 0.00, 1.00",float4
cb4_v539,"0.00, 0.00, 0.00, 1.00",float4
cb4_v540,"0.00, 0.00, 0.00, 1.00",float4
cb4_v541,"0.00, 0.00, 0.00, 1.00",float4
cb4_v542,"0.00, 0.00, 0.00, 1.00",float4
cb4_v543,"0.00, 0.00, 0.00, 1.00",float4
cb4_v544,"0.00, 0.00, 0.00, 1.00",float4
cb4_v545,"0.00, 0.00, 0.00, 1.00",float4
cb4_v546,"0.00, 0.00, 0.00, 1.00",float4
cb4_v547,"0.00, 0.00, 0.00, 1.00",float4
cb4_v548,"0.00, 0.00, 0.00, 1.00",float4
cb4_v549,"0.00, 0.00, 0.00, 1.00",float4
cb4_v550,"0.00, 0.00, 0.00, 1.00",float4
cb4_v551,"0.00, 0.00, 0.00, 1.00",float4
cb4_v552,"0.00, 0.00, 0.00, 1.00",float4
cb4_v553,"0.00, 0.00, 0.00, 1.00",float4
cb4_v554,"0.00, 0.00, 0.00, 1.00",float4
cb4_v555,"0.00, 0.00, 0.00, 1.00",float4
cb4_v556,"0.00, 0.00, 0.00, 1.00",float4
cb4_v557,"0.00, 0.00, 0.00, 1.00",float4
cb4_v558,"0.00, 0.00, 0.00, 1.00",float4
cb4_v559,"0.00, 0.00, 0.00, 1.00",float4
cb4_v560,"0.00, 0.00, 0.00, 1.00",float4
cb4_v561,"0.00, 0.00, 0.00, 1.00",float4
cb4_v562,"0.00, 0.00, 0.00, 1.00",float4
cb4_v563,"0.00, 0.00, 0.00, 1.00",float4
cb4_v564,"0.00, 0.00, 0.00, 1.00",float4
cb4_v565,"0.00, 0.00, 0.00, 1.00",float4
cb4_v566,"0.00, 0.00, 0.00, 1.00",float4
cb4_v567,"0.00, 0.00, 0.00, 1.00",float4
cb4_v568,"0.00, 0.00, 0.00, 1.00",float4
cb4_v569,"0.00, 0.00, 0.00, 1.00",float4
cb4_v570,"0.00, 0.00, 0.00, 1.00",float4
cb4_v571,"0.00, 0.00, 0.00, 1.00",float4
cb4_v572,"0.00, 0.00, 0.00, 1.00",float4
cb4_v573,"0.00, 0.00, 0.00, 1.00",float4
cb4_v574,"0.00, 0.00, 0.00, 1.00",float4
cb4_v575,"0.00, 0.00, 0.00, 1.00",float4
cb4_v576,"0.00, 0.00, 0.00, 1.00",float4
cb4_v577,"0.00, 0.00, 0.00, 1.00",float4
cb4_v578,"0.00, 0.00, 0.00, 1.00",float4
cb4_v579,"0.00, 0.00, 0.00, 1.00",float4
cb4_v580,"0.00, 0.00, 0.00, 1.00",float4
cb4_v581,"0.00, 0.00, 0.00, 1.00",float4
cb4_v582,"0.00, 0.00, 0.00, 1.00",float4
cb4_v583,"0.00, 0.00, 0.00, 1.00",float4
cb4_v584,"0.00, 0.00, 0.00, 1.00",float4
cb4_v585,"0.00, 0.00, 0.00, 1.00",float4
cb4_v586,"0.00, 0.00, 0.00, 1.00",float4
cb4_v587,"0.00, 0.00, 0.00, 1.00",float4
cb4_v588,"0.00, 0.00, 0.00, 1.00",float4
cb4_v589,"0.00, 0.00, 0.00, 1.00",float4
cb4_v590,"0.00, 0.00, 0.00, 1.00",float4
cb4_v591,"0.00, 0.00, 0.00, 1.00",float4
cb4_v592,"0.00, 0.00, 0.00, 1.00",float4
cb4_v593,"0.00, 0.00, 0.00, 1.00",float4
cb4_v594,"0.00, 0.00, 0.00, 1.00",float4
cb4_v595,"0.00, 0.00, 0.00, 1.00",float4
cb4_v596,"0.00, 0.00, 0.00, 1.00",float4
cb4_v597,"0.00, 0.00, 0.00, 1.00",float4
cb4_v598,"0.00, 0.00, 0.00, 1.00",float4
cb4_v599,"0.00, 0.00, 0.00, 1.00",float4
cb4_v600,"0.00, 0.00, 0.00, 1.00",float4
cb4_v601,"0.00, 0.00, 0.00, 1.00",float4
cb4_v602,"0.00, 0.00, 0.00, 1.00",float4
cb4_v603,"0.00, 0.00, 0.00, 1.00",float4
cb4_v604,"0.00, 0.00, 0.00, 1.00",float4
cb4_v605,"0.00, 0.00, 0.00, 1.00",float4
cb4_v606,"0.00, 0.00, 0.00, 1.00",float4
cb4_v607,"0.00, 0.00, 0.00, 1.00",float4
cb4_v608,"0.00, 0.00, 0.00, 1.00",float4
cb4_v609,"0.00, 0.00, 0.00, 1.00",float4
cb4_v610,"0.00, 0.00, 0.00, 1.00",float4
cb4_v611,"0.00, 0.00, 0.00, 1.00",float4
cb4_v612,"0.00, 0.00, 0.00, 1.00",float4
cb4_v613,"0.00, 0.00, 0.00, 1.00",float4
cb4_v614,"0.00, 0.00, 0.00, 1.00",float4
cb4_v615,"0.00, 0.00, 0.00, 1.00",float4
cb4_v616,"0.00, 0.00, 0.00, 1.00",float4
cb4_v617,"0.00, 0.00, 0.00, 1.00",float4
cb4_v618,"0.00, 0.00, 0.00, 1.00",float4
cb4_v619,"0.00, 0.00, 0.00, 1.00",float4
cb4_v620,"0.00, 0.00, 0.00, 1.00",float4
cb4_v621,"0.00, 0.00, 0.00, 1.00",float4
cb4_v622,"0.00, 0.00, 0.00, 1.00",float4
cb4_v623,"0.00, 0.00, 0.00, 1.00",float4
cb4_v624,"0.00, 0.00, 0.00, 1.00",float4
cb4_v625,"0.00, 0.00, 0.00, 1.00",float4
cb4_v626,"0.00, 0.00, 0.00, 1.00",float4
cb4_v627,"0.00, 0.00, 0.00, 1.00",float4
cb4_v628,"0.00, 0.00, 0.00, 1.00",float4
cb4_v629,"0.00, 0.00, 0.00, 1.00",float4
cb4_v630,"0.00, 0.00, 0.00, 1.00",float4
cb4_v631,"0.00, 0.00, 0.00, 1.00",float4
cb4_v632,"0.00, 0.00, 0.00, 1.00",float4
cb4_v633,"0.00, 0.00, 0.00, 1.00",float4
cb4_v634,"0.00, 0.00, 0.00, 1.00",float4
cb4_v635,"0.00, 0.00, 0.00, 1.00",float4
cb4_v636,"0.00, 0.00, 0.00, 1.00",float4
cb4_v637,"0.00, 0.00, 0.00, 1.00",float4
cb4_v638,"0.00, 0.00, 0.00, 1.00",float4
cb4_v639,"0.00, 0.00, 0.00, 1.00",float4
cb4_v640,"0.00, 0.00, 0.00, 1.00",float4
cb4_v641,"0.00, 0.00, 0.00, 1.00",float4
cb4_v642,"0.00, 0.00, 0.00, 1.00",float4
cb4_v643,"0.00, 0.00, 0.00, 1.00",float4
cb4_v644,"0.00, 0.00, 0.00, 1.00",float4
cb4_v645,"0.00, 0.00, 0.00, 1.00",float4
cb4_v646,"0.00, 0.00, 0.00, 1.00",float4
cb4_v647,"0.00, 0.00, 0.00, 1.00",float4
cb4_v648,"0.00, 0.00, 0.00, 1.00",float4
cb4_v649,"0.00, 0.00, 0.00, 1.00",float4
cb4_v650,"0.00, 0.00, 0.00, 1.00",float4
cb4_v651,"0.00, 0.00, 0.00, 1.00",float4
cb4_v652,"0.00, 0.00, 0.00, 1.00",float4
cb4_v653,"0.00, 0.00, 0.00, 1.00",float4
cb4_v654,"0.00, 0.00, 0.00, 1.00",float4
cb4_v655,"0.00, 0.00, 0.00, 1.00",float4
cb4_v656,"0.00, 0.00, 0.00, 1.00",float4
cb4_v657,"0.00, 0.00, 0.00, 1.00",float4
cb4_v658,"0.00, 0.00, 0.00, 1.00",float4
cb4_v659,"0.00, 0.00, 0.00, 1.00",float4
cb4_v660,"0.00, 0.00, 0.00, 1.00",float4
cb4_v661,"0.00, 0.00, 0.00, 1.00",float4
cb4_v662,"0.00, 0.00, 0.00, 1.00",float4
cb4_v663,"0.00, 0.00, 0.00, 1.00",float4
cb4_v664,"0.00, 0.00, 0.00, 1.00",float4
cb4_v665,"0.00, 0.00, 0.00, 1.00",float4
cb4_v666,"0.00, 0.00, 0.00, 1.00",float4
cb4_v667,"0.00, 0.00, 0.00, 1.00",float4
cb4_v668,"0.00, 0.00, 0.00, 1.00",float4
cb4_v669,"0.00, 0.00, 0.00, 1.00",float4
cb4_v670,"0.00, 0.00, 0.00, 1.00",float4
cb4_v671,"0.00, 0.00, 0.00, 1.00",float4
cb4_v672,"0.00, 0.00, 0.00, 1.00",float4
cb4_v673,"0.00, 0.00, 0.00, 1.00",float4
cb4_v674,"0.00, 0.00, 0.00, 1.00",float4
cb4_v675,"0.00, 0.00, 0.00, 1.00",float4
cb4_v676,"0.00, 0.00, 0.00, 1.00",float4
cb4_v677,"0.00, 0.00, 0.00, 1.00",float4
cb4_v678,"0.00, 0.00, 0.00, 1.00",float4
cb4_v679,"0.00, 0.00, 0.00, 1.00",float4
cb4_v680,"0.00, 0.00, 0.00, 1.00",float4
cb4_v681,"0.00, 0.00, 0.00, 1.00",float4
cb4_v682,"0.00, 0.00, 0.00, 0.06232",float4
cb4_v683,"0.00, 0.00, 0.00, 0.03912",float4
cb4_v684,"0.00, 0.00, 0.00, 0.0672",float4
cb4_v685,"0.00, 0.00, 0.00, 0.05463",float4
cb4_v686,"0.00, 0.00, 0.00, 0.08734",float4
cb4_v687,"0.00, 0.00, 0.00, 0.06238",float4
cb4_v688,"0.00, 0.00, 0.00, 0.05975",float4
cb4_v689,"0.00, 0.00, 0.00, 0.05795",float4
cb4_v690,"0.00, 0.00, 0.00, 0.04657",float4
cb4_v691,"0.00, 0.00, 0.00, 0.09888",float4
cb4_v692,"0.00, 0.00, 0.00, 0.05151",float4
cb4_v693,"0.00, 0.00, 0.00, 0.10168",float4
cb4_v694,"0.00, 0.00, 0.00, 0.09332",float4
cb4_v695,"0.00, 0.00, 0.00, 0.0741",float4
cb4_v696,"0.00, 0.00, 0.00, 0.07159",float4
cb4_v697,"0.00, 0.00, 0.00, 0.08667",float4
cb4_v698,"0.00, 0.00, 0.00, 0.08282",float4
cb4_v699,"0.00, 0.00, 0.00, 0.06219",float4
cb4_v700,"0.00, 0.00, 0.00, 0.03607",float4
cb4_v701,"0.00, 0.00, 0.00, 0.07709",float4
cb4_v702,"0.00, 0.00, 0.00, 0.0993",float4
cb4_v703,"0.00, 0.00, 0.00, 0.11023",float4
cb4_v704,"0.00, 0.00, 0.00, 0.0896",float4
cb4_v705,"0.00, 0.00, 0.00, 0.0813",float4
cb4_v706,"0.00, 0.00, 0.00, 0.11969",float4
cb4_v707,"0.00, 0.00, 0.00, 0.08923",float4
cb4_v708,"0.00, 0.00, 0.00, 0.07538",float4
cb4_v709,"0.00, 0.00, 0.00, 0.10327",float4
cb4_v710,"0.00, 0.00, 0.00, 0.10443",float4
cb4_v711,"0.00, 0.00, 0.00, 0.09521",float4
cb4_v712,"0.00, 0.00, 0.00, 0.05035",float4
cb4_v713,"0.00, 0.00, 0.00, 0.05466",float4
cb4_v714,"0.00, 0.00, 0.00, 0.09613",float4
cb4_v715,"0.00, 0.00, 0.00, 0.05331",float4
cb4_v716,"0.00, 0.00, 0.00, 0.05881",float4
cb4_v717,"0.00, 0.00, 0.00, 0.08557",float4
cb4_v718,"0.00, 0.00, 0.00, 0.07758",float4
cb4_v719,"0.00, 0.00, 0.00, 0.02994",float4
cb4_v720,"0.00, 0.00, 0.00, 0.04166",float4
cb4_v721,"0.00, 0.00, 0.00, 0.03378",float4
cb4_v722,"0.00, 0.00, 0.00, 0.05417",float4
cb4_v723,"0.00, 0.00, 0.00, 0.21606",float4
cb4_v724,"0.00, 0.00, 0.00, 0.20618",float4
cb4_v725,"0.00, 0.00, 0.00, 0.06024",float4
cb4_v726,"0.00, 0.00, 0.00, 0.09784",float4
cb4_v727,"0.00, 0.00, 0.00, 0.09851",float4
cb4_v728,"0.00, 0.00, 0.00, 0.08154",float4
cb4_v729,"0.00, 0.00, 0.00, 0.12976",float4
cb4_v730,"0.00, 0.00, 0.00, 0.09058",float4
cb4_v731,"0.00, 0.00, 0.00, 1.00",float4
cb4_v732,"0.00, 0.00, 0.00, 1.00",float4
cb4_v733,"0.00, 0.00, 0.00, 1.00",float4
cb4_v734,"0.00, 0.00, 0.00, 1.00",float4
cb4_v735,"0.00, 0.00, 0.00, 1.00",float4
cb4_v736,"0.00, 0.00, 0.00, 1.00",float4
cb4_v737,"0.00, 0.00, 0.00, 1.00",float4
cb4_v738,"0.00, 0.00, 0.00, 1.00",float4
cb4_v739,"0.00, 0.00, 0.00, 1.00",float4
cb4_v740,"0.00, 0.00, 0.00, 1.00",float4
cb4_v741,"0.00, 0.00, 0.00, 1.00",float4
cb4_v742,"0.00, 0.00, 0.00, 1.00",float4
cb4_v743,"0.00, 0.00, 0.00, 1.00",float4
cb4_v744,"0.00, 0.00, 0.00, 1.00",float4
cb4_v745,"0.00, 0.00, 0.00, 1.00",float4
cb4_v746,"0.00, 0.00, 0.00, 1.00",float4
cb4_v747,"0.00, 0.00, 0.00, 1.00",float4
cb4_v748,"0.00, 0.00, 0.00, 1.00",float4
cb4_v749,"0.00, 0.00, 0.00, 1.00",float4
cb4_v750,"0.00, 0.00, 0.00, 1.00",float4
cb4_v751,"0.00, 0.00, 0.00, 1.00",float4
cb4_v752,"0.00, 0.00, 0.00, 1.00",float4
cb4_v753,"0.00, 0.00, 0.00, 1.00",float4
cb4_v754,"0.00, 0.00, 0.00, 1.00",float4
cb4_v755,"0.00, 0.00, 0.00, 1.00",float4
cb4_v756,"0.00, 0.00, 0.00, 1.00",float4
cb4_v757,"0.00, 0.00, 0.00, 1.00",float4
cb4_v758,"0.00, 0.00, 0.00, 1.00",float4
cb4_v759,"0.00, 0.00, 0.00, 1.00",float4
cb4_v760,"0.00, 0.00, 0.00, 1.00",float4
cb4_v761,"0.00, 0.00, 0.00, 1.00",float4
cb4_v762,"0.00, 0.00, 0.00, 1.00",float4
cb4_v763,"0.00, 0.00, 0.00, 1.00",float4
cb4_v764,"0.00, 0.00, 0.00, 1.00",float4
cb4_v765,"0.00, 0.00, 0.00, 1.00",float4
cb4_v766,"0.00, 0.00, 0.00, 1.00",float4
cb4_v767,"0.00, 0.00, 0.00, 1.00",float4
cb4_v768,"0.00, 0.00, 0.00, 1.00",float4
cb4_v769,"0.00, 0.00, 0.00, 1.00",float4
cb4_v770,"0.00, 0.00, 0.00, 1.00",float4
cb4_v771,"0.00, 0.00, 0.00, 1.00",float4
cb4_v772,"0.00, 0.00, 0.00, 1.00",float4
cb4_v773,"0.00, 0.00, 0.00, 1.00",float4
cb4_v774,"0.00, 0.00, 0.00, 1.00",float4
cb4_v775,"0.00, 0.00, 0.00, 1.00",float4
cb4_v776,"0.00, 0.00, 0.00, 1.00",float4
cb4_v777,"0.00, 0.00, 0.00, 1.00",float4
cb4_v778,"0.00, 0.00, 0.00, 1.00",float4
cb4_v779,"0.00, 0.00, 0.00, 1.00",float4
cb4_v780,"0.00, 0.00, 0.00, 1.00",float4
cb4_v781,"0.00, 0.00, 0.00, 1.00",float4
cb4_v782,"0.00, 0.00, 0.00, 1.00",float4
cb4_v783,"0.00, 0.00, 0.00, 1.00",float4
cb4_v784,"0.00, 0.00, 0.00, 1.00",float4
cb4_v785,"0.00, 0.00, 0.00, 1.00",float4
cb4_v786,"0.00, 0.00, 0.00, 1.00",float4
cb4_v787,"0.00, 0.00, 0.00, 1.00",float4
cb4_v788,"0.00, 0.00, 0.00, 1.00",float4
cb4_v789,"0.00, 0.00, 0.00, 1.00",float4
cb4_v790,"0.00, 0.00, 0.00, 1.00",float4
cb4_v791,"0.00, 0.00, 0.00, 1.00",float4
cb4_v792,"0.00, 0.00, 0.00, 1.00",float4
cb4_v793,"0.00, 0.00, 0.00, 1.00",float4
cb4_v794,"0.00, 0.00, 0.00, 1.00",float4
cb4_v795,"0.00, 0.00, 0.00, 1.00",float4
cb4_v796,"0.00, 0.00, 0.00, 1.00",float4
cb4_v797,"0.00, 0.00, 0.00, 1.00",float4
cb4_v798,"0.00, 0.00, 0.00, 1.00",float4
cb4_v799,"0.00, 0.00, 0.00, 1.00",float4
cb4_v800,"0.00, 0.00, 0.00, 1.00",float4
cb4_v801,"0.00, 0.00, 0.00, 1.00",float4
cb4_v802,"0.00, 0.00, 0.00, 1.00",float4
cb4_v803,"0.00, 0.00, 0.00, 1.00",float4
cb4_v804,"0.00, 0.00, 0.00, 1.00",float4
cb4_v805,"0.00, 0.00, 0.00, 1.00",float4
cb4_v806,"0.00, 0.00, 0.00, 1.00",float4
cb4_v807,"0.00, 0.00, 0.00, 1.00",float4
cb4_v808,"0.00, 0.00, 0.00, 1.00",float4
cb4_v809,"0.00, 0.00, 0.00, 1.00",float4
cb4_v810,"0.00, 0.00, 0.00, 1.00",float4
cb4_v811,"0.00, 0.00, 0.00, 1.00",float4
cb4_v812,"0.00, 0.00, 0.00, 1.00",float4
cb4_v813,"0.00, 0.00, 0.00, 1.00",float4
cb4_v814,"0.00, 0.00, 0.00, 1.00",float4
cb4_v815,"0.00, 0.00, 0.00, 1.00",float4
cb4_v816,"0.00, 0.00, 0.00, 1.00",float4
cb4_v817,"0.00, 0.00, 0.00, 1.00",float4
cb4_v818,"0.00, 0.00, 0.00, 1.00",float4
cb4_v819,"0.00, 0.00, 0.00, 1.00",float4
cb4_v820,"0.00, 0.00, 0.00, 1.00",float4
cb4_v821,"0.00, 0.00, 0.00, 1.00",float4
cb4_v822,"0.00, 0.00, 0.00, 1.00",float4
cb4_v823,"0.00, 0.00, 0.00, 1.00",float4
cb4_v824,"0.00, 0.00, 0.00, 1.00",float4
cb4_v825,"0.00, 0.00, 0.00, 1.00",float4
cb4_v826,"0.00, 0.00, 0.00, 1.00",float4
cb4_v827,"0.00, 0.00, 0.00, 1.00",float4
cb4_v828,"0.00, 0.00, 0.00, 1.00",float4
cb4_v829,"0.00, 0.00, 0.00, 1.00",float4
cb4_v830,"0.00, 0.00, 0.00, 1.00",float4
cb4_v831,"0.00, 0.00, 0.00, 1.00",float4
cb4_v832,"0.00, 0.00, 0.00, 1.00",float4
cb4_v833,"0.00, 0.00, 0.00, 1.00",float4
cb4_v834,"0.00, 0.00, 0.00, 1.00",float4
cb4_v835,"0.00, 0.00, 0.00, 1.00",float4
cb4_v836,"0.00, 0.00, 0.00, 1.00",float4
cb4_v837,"0.00, 0.00, 0.00, 1.00",float4
cb4_v838,"0.00, 0.00, 0.00, 1.00",float4
cb4_v839,"0.00, 0.00, 0.00, 1.00",float4
cb4_v840,"0.00, 0.00, 0.00, 1.00",float4
cb4_v841,"0.00, 0.00, 0.00, 1.00",float4
cb4_v842,"0.00, 0.00, 0.00, 1.00",float4
cb4_v843,"0.00, 0.00, 0.00, 1.00",float4
cb4_v844,"0.00, 0.00, 0.00, 1.00",float4
cb4_v845,"0.00, 0.00, 0.00, 1.00",float4
cb4_v846,"0.00, 0.00, 0.00, 1.00",float4
cb4_v847,"0.00, 0.00, 0.00, 1.00",float4
cb4_v848,"0.00, 0.00, 0.00, 1.00",float4
cb4_v849,"0.00, 0.00, 0.00, 1.00",float4
cb4_v850,"0.00, 0.00, 0.00, 1.00",float4
cb4_v851,"0.00, 0.00, 0.00, 1.00",float4
cb4_v852,"0.00, 0.00, 0.00, 1.00",float4
cb4_v853,"0.00, 0.00, 0.00, 1.00",float4
cb4_v854,"0.00, 0.00, 0.00, 1.00",float4
cb4_v855,"0.00, 0.00, 0.00, 1.00",float4
cb4_v856,"0.00, 0.00, 0.00, 1.00",float4
cb4_v857,"0.00, 0.00, 0.00, 1.00",float4
cb4_v858,"0.00, 0.00, 0.00, 1.00",float4
cb4_v859,"0.00, 0.00, 0.00, 1.00",float4
cb4_v860,"0.00, 0.00, 0.00, 1.00",float4
cb4_v861,"0.00, 0.00, 0.00, 1.00",float4
cb4_v862,"0.00, 0.00, 0.00, 1.00",float4
cb4_v863,"0.00, 0.00, 0.00, 1.00",float4
cb4_v864,"0.00, 0.00, 0.00, 1.00",float4
cb4_v865,"0.00, 0.00, 0.00, 1.00",float4
cb4_v866,"0.00, 0.00, 0.00, 1.00",float4
cb4_v867,"0.00, 0.00, 0.00, 1.00",float4
cb4_v868,"0.00, 0.00, 0.00, 1.00",float4
cb4_v869,"0.00, 0.00, 0.00, 1.00",float4
cb4_v870,"0.00, 0.00, 0.00, 1.00",float4
cb4_v871,"0.00, 0.00, 0.00, 1.00",float4
cb4_v872,"0.00, 0.00, 0.00, 1.00",float4
cb4_v873,"0.00, 0.00, 0.00, 1.00",float4
cb4_v874,"0.00, 0.00, 0.00, 1.00",float4
cb4_v875,"0.00, 0.00, 0.00, 1.00",float4
cb4_v876,"0.00, 0.00, 0.00, 1.00",float4
cb4_v877,"0.00, 0.00, 0.00, 1.00",float4
cb4_v878,"0.00, 0.00, 0.00, 1.00",float4
cb4_v879,"0.00, 0.00, 0.00, 1.00",float4
cb4_v880,"0.00, 0.00, 0.00, 1.00",float4
cb4_v881,"0.00, 0.00, 0.00, 1.00",float4
cb4_v882,"0.00, 0.00, 0.00, 1.00",float4
cb4_v883,"0.00, 0.00, 0.00, 1.00",float4
cb4_v884,"0.00, 0.00, 0.00, 1.00",float4
cb4_v885,"0.00, 0.00, 0.00, 1.00",float4
cb4_v886,"0.00, 0.00, 0.00, 1.00",float4
cb4_v887,"0.00, 0.00, 0.00, 1.00",float4
cb4_v888,"0.00, 0.00, 0.00, 1.00",float4
cb4_v889,"0.00, 0.00, 0.00, 1.00",float4
cb4_v890,"0.00, 0.00, 0.00, 1.00",float4
cb4_v891,"0.00, 0.00, 0.00, 1.00",float4
cb4_v892,"0.00, 0.00, 0.00, 1.00",float4
cb4_v893,"0.00, 0.00, 0.00, 1.00",float4
cb4_v894,"0.00, 0.00, 0.00, 1.00",float4
cb4_v895,"0.00, 0.00, 0.00, 1.00",float4
cb4_v896,"0.00, 0.00, 0.00, 1.00",float4
cb4_v897,"0.00, 0.00, 0.00, 1.00",float4
cb4_v898,"0.00, 0.00, 0.00, 1.00",float4
cb4_v899,"0.00, 0.00, 0.00, 1.00",float4
cb4_v900,"0.00, 0.00, 0.00, 1.00",float4
cb4_v901,"0.00, 0.00, 0.00, 1.00",float4
cb4_v902,"0.00, 0.00, 0.00, 1.00",float4
cb4_v903,"0.00, 0.00, 0.00, 1.00",float4
cb4_v904,"0.00, 0.00, 0.00, 1.00",float4
cb4_v905,"0.00, 0.00, 0.00, 1.00",float4
cb4_v906,"0.00, 0.00, 0.00, 1.00",float4
cb4_v907,"0.00, 0.00, 0.00, 1.00",float4
cb4_v908,"0.00, 0.00, 0.00, 1.00",float4
cb4_v909,"0.00, 0.00, 0.00, 1.00",float4
cb4_v910,"0.00, 0.00, 0.00, 1.00",float4
cb4_v911,"0.00, 0.00, 0.00, 1.00",float4
cb4_v912,"0.00, 0.00, 0.00, 1.00",float4
cb4_v913,"0.00, 0.00, 0.00, 1.00",float4
cb4_v914,"0.00, 0.00, 0.00, 1.00",float4
cb4_v915,"0.00, 0.00, 0.00, 1.00",float4
cb4_v916,"0.00, 0.00, 0.00, 1.00",float4
cb4_v917,"0.00, 0.00, 0.00, 1.00",float4
cb4_v918,"0.00, 0.00, 0.00, 1.00",float4
